"Mass.Feature","Replicate.Name","Adjusted.Area"
"Asparagine","171009_Smp_IL1DSW5um_3",9987820.77419355
"Asparagine","171009_Smp_IL1noBT5um_1",7916623.93548387
"Asparagine","171009_Smp_IL1noBT5um_2",5614052
"Asparagine","171009_Smp_IL1noBT5um_3",8315635.87096774
"Asparagine","171009_Smp_IL1WBT5um_1",1727341.03225806
"Asparagine","171009_Smp_IL1WBT5um_2",1399563.38709677
"Asparagine","171009_Smp_IL1WBT5um_3",1310810.29032258
"Asparagine","171009_Smp_IL1IT05um_1",690744.451612903
"Asparagine","171009_Smp_IL1IT05um_2",457145.709677419
"Asparagine","171009_Smp_IL1IT05um_3",873456.612903226
"Asparagine","171016_Smp_IL2Control_1",45295.1935483871
"Asparagine","171016_Smp_IL2Control_2",37339.8387096774
"Asparagine","171016_Smp_IL2Control_3",317236.612903226
"Asparagine","171016_Smp_IL2DMB_1",276519.677419355
"Asparagine","171016_Smp_IL2DMB_2",9671.96774193548
"Asparagine","171016_Smp_IL2DMB_3",189312.935483871
"Asparagine","171016_Smp_IL2DMBnoBT_1",184343.64516129
"Asparagine","171016_Smp_IL2DMBnoBT_2",769752.612903226
"Asparagine","171016_Smp_IL2DMBnoBT_3",449969.612903226
"Asparagine","171016_Smp_IL2DSW_1",211344.516129032
"Asparagine","171016_Smp_IL2DSW_2",221579.64516129
"Asparagine","171016_Smp_IL2DSW_3",343271.129032258
"Asparagine","171016_Smp_IL2noBT_1",316810.967741935
"Asparagine","171016_Smp_IL2noBT_2",630035.290322581
"Asparagine","171016_Smp_IL2noBT_3",184423.161290323
"Asparagine","171016_Smp_IL2WBT_1",126835.709677419
"Asparagine","171016_Smp_IL2WBT_2",24642.5161290323
"Asparagine","171016_Smp_IL2WBT_3",60650.2258064516
"Asparagine","171016_Smp_IL2IT0_1",127409.161290323
"Asparagine","171016_Smp_IL2IT0_2",117649.258064516
"Asparagine","171016_Smp_IL2IT0_3",73900.4193548387
"Asparagine","171023_Smp_IL2Control5um_1",1202766.58064516
"Asparagine","171023_Smp_IL2Control5um_2",860269.096774193
"Asparagine","171023_Smp_IL2Control5um_3",2736897.4516129
"Asparagine","171023_Smp_IL2DMB5um_1",2207714.80645161
"Asparagine","171023_Smp_IL2DMB5um_2",959007.548387097
"Asparagine","171023_Smp_IL2DMB5um_3",1024235.09677419
"Asparagine","171023_Smp_IL2DMBnoBT5um_1",2177050.58064516
"Asparagine","171023_Smp_IL2DMBnoBT5um_2",5145655.22580645
"Asparagine","171023_Smp_IL2DMBnoBT5um_3",3041010.16129032
"Asparagine","171023_Smp_IL2DSW5um_1",4123704.58064516
"Asparagine","171023_Smp_IL2DSW5um_2",4811611.70967742
"Asparagine","171023_Smp_IL2DSW5um_3",5146601.93548387
"Asparagine","171023_Smp_IL2noBT5um_1",2185391.35483871
"Asparagine","171023_Smp_IL2noBT5um_2",7079225.5483871
"Asparagine","171023_Smp_IL2noBT5um_3",4077719
"Asparagine","171023_Smp_IL2WBT5um_1",1053343.61290323
"Asparagine","171023_Smp_IL2WBT5um_2",980527.419354839
"Asparagine","171023_Smp_IL2WBT5um_3",599580.612903226
"Asparagine","171023_Smp_IL2IT05um_1",380979.548387097
"Asparagine","171023_Smp_IL2IT05um_2",551544.451612903
"Asparagine","171023_Smp_IL2IT05um_3",748442.290322581
"Aspartic acid","171002_Smp_IL1Control_1",2440215.45800484
"Aspartic acid","171002_Smp_IL1Control_2",1199567.18845372
"Aspartic acid","171002_Smp_IL1Control_3",394842.976898895
"Aspartic acid","171002_Smp_IL1DMB_1",367307.757674657
"Aspartic acid","171002_Smp_IL1DMB_2",805727.410901397
"Aspartic acid","171002_Smp_IL1DMB_3",924778.582641359
"Aspartic acid","171002_Smp_IL1DMBnoBT_1",1125287.97340261
"Aspartic acid","171002_Smp_IL1DMBnoBT_2",914351.053103664
"Aspartic acid","171002_Smp_IL1DSW_1",1098085.50976144
"Aspartic acid","171002_Smp_IL1DSW_3",2070134.49518107
"Aspartic acid","171002_Smp_IL1noBT_1",1293635.96857323
"Aspartic acid","171002_Smp_IL1noBT_2",1485392.7473543
"Aspartic acid","171002_Smp_IL1noBT_3",855520.109809148
"Aspartic acid","171002_Smp_IL1WBT_1",1195326.10221502
"Aspartic acid","171002_Smp_IL1WBT_2",952811.704384724
"Aspartic acid","171002_Smp_IL1WBT_3",1215600.6710294
"Aspartic acid","171002_Smp_IL1IT0_1",1159200.57905794
"Aspartic acid","171002_Smp_IL1IT0_2",2398786.65533812
"Aspartic acid","171002_Smp_IL1IT0_3",1518603.87552935
"Aspartic acid","171009_Smp_IL1Control5um_1",5922011.79264288
"Aspartic acid","171009_Smp_IL1Control5um_2",2779803.98986956
"Aspartic acid","171009_Smp_IL1Control5um_3",4355000.57681815
"Aspartic acid","171009_Smp_IL1DMB5um_1",2912618.10518448
"Aspartic acid","171009_Smp_IL1DMB5um_2",2613887.28071682
"Aspartic acid","171009_Smp_IL1DMB5um_3",2441546.20275596
"Aspartic acid","171009_Smp_IL1DMBnoBT5um_1",7055218.22841263
"Aspartic acid","171009_Smp_IL1DMBnoBT5um_2",4798648.78610267
"Aspartic acid","171009_Smp_IL1DMBnoBT5um_3",6907390.78364983
"Aspartic acid","171009_Smp_IL1DSW5um_1",6718122.41108372
"Aspartic acid","171009_Smp_IL1DSW5um_2",8000196.21059606
"Aspartic acid","171009_Smp_IL1DSW5um_3",9831058.59406461
"Aspartic acid","171009_Smp_IL1noBT5um_1",5916507.26173858
"Aspartic acid","171009_Smp_IL1noBT5um_2",4820301.66225205
"Aspartic acid","171009_Smp_IL1noBT5um_3",8043604.87517926
"Aspartic acid","171009_Smp_IL1WBT5um_1",2420698.78305498
"Aspartic acid","171009_Smp_IL1WBT5um_2",1854991.53165262
"Aspartic acid","171009_Smp_IL1WBT5um_3",2730648.47062302
"Aspartic acid","171009_Smp_IL1IT05um_1",1452795.27635442
"Aspartic acid","171009_Smp_IL1IT05um_2",1026113.13599466
"Aspartic acid","171009_Smp_IL1IT05um_3",1597214.07495013
"Aspartic acid","171016_Smp_IL2Control_1",123299.322405635
"Aspartic acid","171016_Smp_IL2Control_2",292105.411548966
"Aspartic acid","171016_Smp_IL2Control_3",490299.580176258
"Aspartic acid","171016_Smp_IL2DMB_1",689772.780884783
"Aspartic acid","171016_Smp_IL2DMB_2",386239.709754676
"Aspartic acid","171016_Smp_IL2DMB_3",386162.117067633
"Aspartic acid","171016_Smp_IL2DMBnoBT_1",819604.042954791
"Aspartic acid","171016_Smp_IL2DMBnoBT_2",1951694.54835358
"Aspartic acid","171016_Smp_IL2DMBnoBT_3",1251953.18845795
"Aspartic acid","171016_Smp_IL2DSW_1",732048.536482301
"Aspartic acid","171016_Smp_IL2DSW_2",762959.494242214
"Aspartic acid","171016_Smp_IL2DSW_3",698633.590837967
"Aspartic acid","171016_Smp_IL2noBT_1",1303554.04044633
"Aspartic acid","171016_Smp_IL2noBT_2",1702670.74409769
"Aspartic acid","171016_Smp_IL2noBT_3",752942.978282611
"Aspartic acid","171016_Smp_IL2WBT_1",240323.029834771
"Aspartic acid","171016_Smp_IL2WBT_2",428010.659317768
"Aspartic acid","171016_Smp_IL2WBT_3",365680.046338532
"Aspartic acid","171016_Smp_IL2IT0_1",837630.855722568
"Aspartic acid","171016_Smp_IL2IT0_2",1044591.00308918
"Aspartic acid","171016_Smp_IL2IT0_3",869229.230414849
"Aspartic acid","171023_Smp_IL2Control5um_1",1677486.06032024
"Aspartic acid","171023_Smp_IL2Control5um_2",1541345.56762565
"Aspartic acid","171023_Smp_IL2Control5um_3",3614670.99124685
"Aspartic acid","171023_Smp_IL2DMB5um_1",2350390.0169567
"Aspartic acid","171023_Smp_IL2DMB5um_2",1612308.35048075
"Aspartic acid","171023_Smp_IL2DMB5um_3",1602485.19766768
"Aspartic acid","171023_Smp_IL2DMBnoBT5um_1",2473836.44644553
"Aspartic acid","171023_Smp_IL2DMBnoBT5um_2",4984504.64953958
"Aspartic acid","171023_Smp_IL2DMBnoBT5um_3",3827952.13423796
"Aspartic acid","171023_Smp_IL2DSW5um_1",3607855.84389851
"Aspartic acid","171023_Smp_IL2DSW5um_2",4686000.87837868
"Aspartic acid","171023_Smp_IL2DSW5um_3",4385208.23518278
"Aspartic acid","171023_Smp_IL2noBT5um_1",2749370.91334752
"Aspartic acid","171023_Smp_IL2noBT5um_2",7012032.8895401
"Aspartic acid","171023_Smp_IL2noBT5um_3",5386001.31044316
"Aspartic acid","171023_Smp_IL2WBT5um_1",1749922.61216602
"Aspartic acid","171023_Smp_IL2WBT5um_2",1449458.9428656
"Aspartic acid","171023_Smp_IL2WBT5um_3",1828595.78772979
"Aspartic acid","171023_Smp_IL2IT05um_1",843911.858360801
"Aspartic acid","171023_Smp_IL2IT05um_2",922521.673189585
"Aspartic acid","171023_Smp_IL2IT05um_3",1045379.33288889
"Betaine","171002_Smp_IL1Control_1",1843656522.32258
"Betaine","171002_Smp_IL1Control_2",1551635877.16129
"Betaine","171002_Smp_IL1Control_3",1417916585.29032
"Betaine","171002_Smp_IL1DMB_1",1209029413.16129
"Betaine","171002_Smp_IL1DMB_2",1597477400.77419
"Betaine","171002_Smp_IL1DMB_3",2085115416.77419
"Betaine","171002_Smp_IL1DMBnoBT_1",2955784414.96774
"Betaine","171002_Smp_IL1DMBnoBT_2",2722077852.90323
"Betaine","171002_Smp_IL1DSW_1",1611535942.19355
"Betaine","171002_Smp_IL1DSW_3",2029113550.45161
"Betaine","171002_Smp_IL1noBT_1",3385161513.29032
"Betaine","171002_Smp_IL1noBT_2",3367742653.93548
"Betaine","171002_Smp_IL1noBT_3",3324510307.09677
"Betaine","171002_Smp_IL1WBT_1",1442939656.25806
"Betaine","171002_Smp_IL1WBT_2",1913074275.09677
"Betaine","171002_Smp_IL1WBT_3",3995084544
"Betaine","171002_Smp_IL1IT0_1",1322054185.29032
"Betaine","171002_Smp_IL1IT0_2",1306296026.83871
"Betaine","171002_Smp_IL1IT0_3",1552062637.41935
"Betaine","171009_Smp_IL1Control5um_1",9461913864.25806
"Betaine","171009_Smp_IL1Control5um_2",11377805906.5806
"Betaine","171009_Smp_IL1Control5um_3",10071361998.4516
"Betaine","171009_Smp_IL1DMB5um_1",9229793643.35484
"Betaine","171009_Smp_IL1DMB5um_2",9113800109.41935
"Betaine","171009_Smp_IL1DMB5um_3",7338776311.74193
"Betaine","171009_Smp_IL1DMBnoBT5um_1",14310712187.871
"Betaine","171009_Smp_IL1DMBnoBT5um_2",10689937341.9355
"Betaine","171009_Smp_IL1DMBnoBT5um_3",10996047541.6774
"Betaine","171009_Smp_IL1DSW5um_1",7710945263.48387
"Betaine","171009_Smp_IL1DSW5um_2",8545357361.54839
"Betaine","171009_Smp_IL1DSW5um_3",9130854234.83871
"Betaine","171009_Smp_IL1noBT5um_1",9444936373.67742
"Betaine","171009_Smp_IL1noBT5um_2",11477103582.9677
"Betaine","171009_Smp_IL1noBT5um_3",13638607409.5484
"Betaine","171009_Smp_IL1WBT5um_1",3154801259.35484
"Betaine","171009_Smp_IL1WBT5um_2",9318714004.64516
"Betaine","171009_Smp_IL1WBT5um_3",5183690173.93548
"Betaine","171009_Smp_IL1IT05um_1",3996822717.93548
"Betaine","171009_Smp_IL1IT05um_2",1832119147.35484
"Betaine","171009_Smp_IL1IT05um_3",5434093072.51613
"Betaine","171016_Smp_IL2Control_1",745680809.290323
"Betaine","171016_Smp_IL2Control_2",1200744229.16129
"Betaine","171016_Smp_IL2Control_3",1117768216.77419
"Betaine","171016_Smp_IL2DMB_1",1035222197.67742
"Betaine","171016_Smp_IL2DMB_2",1343352204.3871
"Betaine","171016_Smp_IL2DMB_3",1184374189.41935
"Betaine","171016_Smp_IL2DMBnoBT_1",2020801783.74194
"Betaine","171016_Smp_IL2DMBnoBT_2",2469769381.16129
"Betaine","171016_Smp_IL2DMBnoBT_3",2066420826.83871
"Betaine","171016_Smp_IL2DSW_1",1377718139.87097
"Betaine","171016_Smp_IL2DSW_2",1448874425.80645
"Betaine","171016_Smp_IL2DSW_3",1795834586.83871
"Betaine","171016_Smp_IL2noBT_1",2128136778.32258
"Betaine","171016_Smp_IL2noBT_2",2361498483.6129
"Betaine","171016_Smp_IL2noBT_3",1057115094.70968
"Betaine","171016_Smp_IL2WBT_1",1268106851.09677
"Betaine","171016_Smp_IL2WBT_2",1194615477.67742
"Betaine","171016_Smp_IL2WBT_3",1140819257.80645
"Betaine","171016_Smp_IL2IT0_1",988148230.193548
"Betaine","171016_Smp_IL2IT0_2",1076611237.16129
"Betaine","171016_Smp_IL2IT0_3",1082254674.58065
"Betaine","171023_Smp_IL2Control5um_1",4967129220.12903
"Betaine","171023_Smp_IL2Control5um_2",4318541278.96774
"Betaine","171023_Smp_IL2Control5um_3",8233936367.48387
"Betaine","171023_Smp_IL2DMB5um_1",5109531119.48387
"Betaine","171023_Smp_IL2DMB5um_2",5638353655.74193
"Betaine","171023_Smp_IL2DMB5um_3",10493831663.4839
"Betaine","171023_Smp_IL2DMBnoBT5um_1",5545717941.67742
"Betaine","171023_Smp_IL2DMBnoBT5um_2",5874274485.67742
"Betaine","171023_Smp_IL2DMBnoBT5um_3",6784322774.70968
"Betaine","171023_Smp_IL2DSW5um_1",10151035408.5161
"Betaine","171023_Smp_IL2DSW5um_2",8718492705.03226
"Betaine","171023_Smp_IL2DSW5um_3",8483345408
"Betaine","171023_Smp_IL2noBT5um_1",5837509400.77419
"Betaine","171023_Smp_IL2noBT5um_2",10085607457.0323
"Betaine","171023_Smp_IL2noBT5um_3",7714054243.09677
"Betaine","171023_Smp_IL2WBT5um_1",4331415452.90323
"Betaine","171023_Smp_IL2WBT5um_2",8570866225.54839
"Betaine","171023_Smp_IL2WBT5um_3",3870682252.3871
"Betaine","171023_Smp_IL2IT05um_1",3007415461.16129
"Betaine","171023_Smp_IL2IT05um_2",4943367630.45161
"Betaine","171023_Smp_IL2IT05um_3",7042137220.12903
"Butyryl-L-carnitine","171002_Smp_IL1Control_1",1209836.96774194
"Butyryl-L-carnitine","171002_Smp_IL1Control_2",965995.612903226
"Butyryl-L-carnitine","171002_Smp_IL1Control_3",1036290.67741935
"Butyryl-L-carnitine","171002_Smp_IL1DMB_1",1458142.4516129
"Butyryl-L-carnitine","171002_Smp_IL1DMB_2",909024.64516129
"Butyryl-L-carnitine","171002_Smp_IL1DMB_3",659949.258064516
"Butyryl-L-carnitine","171002_Smp_IL1DMBnoBT_1",1526436.51612903
"Butyryl-L-carnitine","171002_Smp_IL1DMBnoBT_2",1102263.80645161
"Butyryl-L-carnitine","171002_Smp_IL1DSW_1",1258566.32258065
"Butyryl-L-carnitine","171002_Smp_IL1DSW_3",1182487.16129032
"Butyryl-L-carnitine","171002_Smp_IL1noBT_1",1722375.48387097
"Butyryl-L-carnitine","171002_Smp_IL1noBT_2",1221546.41935484
"Butyryl-L-carnitine","171002_Smp_IL1noBT_3",1091980.96774194
"Butyryl-L-carnitine","171002_Smp_IL1WBT_1",4005646.51612903
"Butyryl-L-carnitine","171002_Smp_IL1WBT_2",1786119.35483871
"Butyryl-L-carnitine","171002_Smp_IL1WBT_3",1078077.80645161
"Butyryl-L-carnitine","171002_Smp_IL1IT0_1",1837541.03225806
"Butyryl-L-carnitine","171002_Smp_IL1IT0_2",4133315.74193548
"Butyryl-L-carnitine","171002_Smp_IL1IT0_3",2268277.09677419
"Butyryl-L-carnitine","171009_Smp_IL1Control5um_1",8824426.83870968
"Butyryl-L-carnitine","171009_Smp_IL1Control5um_2",4612985.09677419
"Butyryl-L-carnitine","171009_Smp_IL1Control5um_3",8828585.06451613
"Butyryl-L-carnitine","171009_Smp_IL1DMB5um_1",6574195.22580645
"Butyryl-L-carnitine","171009_Smp_IL1DMB5um_2",5104377.93548387
"Butyryl-L-carnitine","171009_Smp_IL1DMB5um_3",5079943.09677419
"Butyryl-L-carnitine","171009_Smp_IL1DMBnoBT5um_1",8410184.29032258
"Butyryl-L-carnitine","171009_Smp_IL1DMBnoBT5um_2",9615121.19354839
"Butyryl-L-carnitine","171009_Smp_IL1DMBnoBT5um_3",12164525.2258065
"Butyryl-L-carnitine","171009_Smp_IL1DSW5um_1",6570824.67741935
"Butyryl-L-carnitine","171009_Smp_IL1DSW5um_2",7291780.58064516
"Butyryl-L-carnitine","171009_Smp_IL1DSW5um_3",9378092.96774193
"Butyryl-L-carnitine","171009_Smp_IL1noBT5um_1",9157679.87096774
"Butyryl-L-carnitine","171009_Smp_IL1noBT5um_2",12972202.3548387
"Butyryl-L-carnitine","171009_Smp_IL1noBT5um_3",13454730.5483871
"Butyryl-L-carnitine","171009_Smp_IL1WBT5um_1",3928328.77419355
"Butyryl-L-carnitine","171009_Smp_IL1WBT5um_2",3921264.93548387
"Butyryl-L-carnitine","171009_Smp_IL1WBT5um_3",5695659.87096774
"Butyryl-L-carnitine","171009_Smp_IL1IT05um_1",1301895.12903226
"Butyryl-L-carnitine","171009_Smp_IL1IT05um_2",1324972.58064516
"Butyryl-L-carnitine","171009_Smp_IL1IT05um_3",2188654.32258064
"Butyryl-L-carnitine","171016_Smp_IL2Control_1",619953.580645161
"Butyryl-L-carnitine","171016_Smp_IL2Control_2",470726.129032258
"Butyryl-L-carnitine","171016_Smp_IL2Control_3",544030.64516129
"Butyryl-L-carnitine","171016_Smp_IL2DMB_1",569000.580645161
"Butyryl-L-carnitine","171016_Smp_IL2DMB_2",530740.225806452
"Butyryl-L-carnitine","171016_Smp_IL2DMB_3",422323.258064516
"Butyryl-L-carnitine","171016_Smp_IL2DMBnoBT_1",716079.225806452
"Butyryl-L-carnitine","171016_Smp_IL2DMBnoBT_2",749654.677419355
"Butyryl-L-carnitine","171016_Smp_IL2DMBnoBT_3",582209.612903226
"Butyryl-L-carnitine","171016_Smp_IL2DSW_1",620280.064516129
"Butyryl-L-carnitine","171016_Smp_IL2DSW_2",493407.870967742
"Butyryl-L-carnitine","171016_Smp_IL2DSW_3",723863.387096774
"Butyryl-L-carnitine","171016_Smp_IL2noBT_1",751606.096774193
"Butyryl-L-carnitine","171016_Smp_IL2noBT_2",744053.935483871
"Butyryl-L-carnitine","171016_Smp_IL2noBT_3",597102.516129032
"Butyryl-L-carnitine","171016_Smp_IL2WBT_1",2174047.67741935
"Butyryl-L-carnitine","171016_Smp_IL2WBT_2",718724.774193548
"Butyryl-L-carnitine","171016_Smp_IL2WBT_3",618812.290322581
"Butyryl-L-carnitine","171016_Smp_IL2IT0_1",694602.387096774
"Butyryl-L-carnitine","171016_Smp_IL2IT0_2",462479.838709677
"Butyryl-L-carnitine","171016_Smp_IL2IT0_3",374342.290322581
"Butyryl-L-carnitine","171023_Smp_IL2Control5um_1",5291395.19354839
"Butyryl-L-carnitine","171023_Smp_IL2Control5um_2",3028525.19354839
"Butyryl-L-carnitine","171023_Smp_IL2Control5um_3",7035594.58064516
"Butyryl-L-carnitine","171023_Smp_IL2DMB5um_1",4245424.12903226
"Butyryl-L-carnitine","171023_Smp_IL2DMB5um_2",4902713.80645161
"Butyryl-L-carnitine","171023_Smp_IL2DMB5um_3",10309119.2580645
"Butyryl-L-carnitine","171023_Smp_IL2DMBnoBT5um_1",4006970.22580645
"Butyryl-L-carnitine","171023_Smp_IL2DMBnoBT5um_2",4515815.4516129
"Butyryl-L-carnitine","171023_Smp_IL2DMBnoBT5um_3",5046220.77419355
"Butyryl-L-carnitine","171023_Smp_IL2DSW5um_1",5233955.5483871
"Butyryl-L-carnitine","171023_Smp_IL2DSW5um_2",5422917.67741935
"Butyryl-L-carnitine","171023_Smp_IL2DSW5um_3",6561844.96774194
"Butyryl-L-carnitine","171023_Smp_IL2noBT5um_1",3490482.09677419
"Butyryl-L-carnitine","171023_Smp_IL2noBT5um_2",5904340.12903226
"Butyryl-L-carnitine","171023_Smp_IL2noBT5um_3",7468562.70967742
"Butyryl-L-carnitine","171023_Smp_IL2WBT5um_1",3858608.09677419
"Butyryl-L-carnitine","171023_Smp_IL2WBT5um_2",5300526.4516129
"Butyryl-L-carnitine","171023_Smp_IL2WBT5um_3",3762194.32258064
"Butyryl-L-carnitine","171023_Smp_IL2IT05um_1",2095822.51612903
"Butyryl-L-carnitine","171023_Smp_IL2IT05um_2",1934139.09677419
"Butyryl-L-carnitine","171023_Smp_IL2IT05um_3",2007022.64516129
"cAMP","171002_Smp_IL1Control_1",NA
"cAMP","171002_Smp_IL1Control_2",NA
"cAMP","171002_Smp_IL1Control_3",NA
"cAMP","171002_Smp_IL1DMB_1",NA
"cAMP","171002_Smp_IL1DMB_2",NA
"cAMP","171002_Smp_IL1DMB_3",NA
"cAMP","171002_Smp_IL1DMBnoBT_1",NA
"cAMP","171002_Smp_IL1DMBnoBT_2",NA
"cAMP","171002_Smp_IL1DSW_1",NA
"cAMP","171002_Smp_IL1DSW_3",NA
"cAMP","171002_Smp_IL1noBT_1",NA
"cAMP","171002_Smp_IL1noBT_2",NA
"cAMP","171002_Smp_IL1noBT_3",NA
"cAMP","171002_Smp_IL1WBT_1",NA
"cAMP","171002_Smp_IL1WBT_2",NA
"cAMP","171002_Smp_IL1WBT_3",NA
"cAMP","171002_Smp_IL1IT0_1",NA
"cAMP","171002_Smp_IL1IT0_2",NA
"cAMP","171002_Smp_IL1IT0_3",NA
"cAMP","171009_Smp_IL1Control5um_1",16704
"cAMP","171009_Smp_IL1Control5um_2",19438.4193548387
"cAMP","171009_Smp_IL1Control5um_3",5939.38709677419
"cAMP","171009_Smp_IL1DMB5um_1",12471.8709677419
"cAMP","171009_Smp_IL1DMB5um_2",NA
"cAMP","171009_Smp_IL1DMB5um_3",5027.29032258064
"cAMP","171009_Smp_IL1DMBnoBT5um_1",160031.35483871
"cAMP","171009_Smp_IL1DMBnoBT5um_2",55414.3225806452
"cAMP","171009_Smp_IL1DMBnoBT5um_3",74172.6451612903
"cAMP","171009_Smp_IL1DSW5um_1",205057.129032258
"cAMP","171009_Smp_IL1DSW5um_2",84710.8709677419
"cAMP","171009_Smp_IL1DSW5um_3",90225.5483870968
"cAMP","171009_Smp_IL1noBT5um_1",5566.12903225806
"cAMP","171009_Smp_IL1noBT5um_2",39672
"cAMP","171009_Smp_IL1noBT5um_3",31177.8064516129
"cAMP","171009_Smp_IL1WBT5um_1",NA
"cAMP","171009_Smp_IL1WBT5um_2",NA
"cAMP","171009_Smp_IL1WBT5um_3",NA
"cAMP","171009_Smp_IL1IT05um_1",NA
"cAMP","171009_Smp_IL1IT05um_2",NA
"cAMP","171009_Smp_IL1IT05um_3",NA
"cAMP","171016_Smp_IL2Control_1",NA
"cAMP","171016_Smp_IL2Control_2",NA
"cAMP","171016_Smp_IL2Control_3",NA
"cAMP","171016_Smp_IL2DMB_1",NA
"cAMP","171016_Smp_IL2DMB_2",5065.64516129032
"cAMP","171016_Smp_IL2DMB_3",NA
"cAMP","171016_Smp_IL2DMBnoBT_1",NA
"cAMP","171016_Smp_IL2DMBnoBT_2",NA
"cAMP","171016_Smp_IL2DMBnoBT_3",NA
"cAMP","171016_Smp_IL2DSW_1",NA
"cAMP","171016_Smp_IL2DSW_2",NA
"cAMP","171016_Smp_IL2DSW_3",NA
"cAMP","171016_Smp_IL2noBT_1",NA
"cAMP","171016_Smp_IL2noBT_2",NA
"cAMP","171016_Smp_IL2noBT_3",4685.83870967742
"cAMP","171016_Smp_IL2WBT_1",NA
"cAMP","171016_Smp_IL2WBT_2",NA
"cAMP","171016_Smp_IL2WBT_3",NA
"cAMP","171016_Smp_IL2IT0_1",NA
"cAMP","171016_Smp_IL2IT0_2",NA
"cAMP","171016_Smp_IL2IT0_3",5936.58064516129
"cAMP","171023_Smp_IL2Control5um_1",NA
"cAMP","171023_Smp_IL2Control5um_2",NA
"cAMP","171023_Smp_IL2Control5um_3",6071.29032258064
"cAMP","171023_Smp_IL2DMB5um_1",NA
"cAMP","171023_Smp_IL2DMB5um_2",NA
"cAMP","171023_Smp_IL2DMB5um_3",NA
"cAMP","171023_Smp_IL2DMBnoBT5um_1",NA
"cAMP","171023_Smp_IL2DMBnoBT5um_2",NA
"cAMP","171023_Smp_IL2DMBnoBT5um_3",NA
"cAMP","171023_Smp_IL2DSW5um_1",76325.1935483871
"cAMP","171023_Smp_IL2DSW5um_2",32363.064516129
"cAMP","171023_Smp_IL2DSW5um_3",12815.1935483871
"cAMP","171023_Smp_IL2noBT5um_1",NA
"cAMP","171023_Smp_IL2noBT5um_2",11512.064516129
"cAMP","171023_Smp_IL2noBT5um_3",14183.8064516129
"cAMP","171023_Smp_IL2WBT5um_1",NA
"cAMP","171023_Smp_IL2WBT5um_2",NA
"cAMP","171023_Smp_IL2WBT5um_3",NA
"cAMP","171023_Smp_IL2IT05um_1",NA
"cAMP","171023_Smp_IL2IT05um_2",NA
"cAMP","171023_Smp_IL2IT05um_3",NA
"Carnitine","171002_Smp_IL1Control_1",67270637.6774193
"Carnitine","171002_Smp_IL1Control_2",61851506.8387097
"Carnitine","171002_Smp_IL1Control_3",60015687.0967742
"Carnitine","171002_Smp_IL1DMB_1",44812633.5483871
"Carnitine","171002_Smp_IL1DMB_2",51417258.1935484
"Carnitine","171002_Smp_IL1DMB_3",75685030.7096774
"Carnitine","171002_Smp_IL1DMBnoBT_1",95602844.3870968
"Carnitine","171002_Smp_IL1DMBnoBT_2",90743013.1612903
"Carnitine","171002_Smp_IL1DSW_1",73502262.4516129
"Carnitine","171002_Smp_IL1DSW_3",105411939.096774
"Carnitine","171002_Smp_IL1noBT_1",100216261.677419
"Carnitine","171002_Smp_IL1noBT_2",101992169.290323
"Carnitine","171002_Smp_IL1noBT_3",122549322.580645
"Carnitine","171002_Smp_IL1WBT_1",62838000.7741935
"Carnitine","171002_Smp_IL1WBT_2",65808858.0645161
"Carnitine","171002_Smp_IL1WBT_3",66013826.3225806
"Carnitine","171002_Smp_IL1IT0_1",40469092.1290323
"Carnitine","171002_Smp_IL1IT0_2",55189645.5483871
"Carnitine","171002_Smp_IL1IT0_3",56086905.5483871
"Carnitine","171009_Smp_IL1Control5um_1",231487818.83871
"Carnitine","171009_Smp_IL1Control5um_2",178505499.870968
"Carnitine","171009_Smp_IL1Control5um_3",489428816.516129
"Carnitine","171009_Smp_IL1DMB5um_1",280331497.290323
"Carnitine","171009_Smp_IL1DMB5um_2",174401315.096774
"Carnitine","171009_Smp_IL1DMB5um_3",206082546.580645
"Carnitine","171009_Smp_IL1DMBnoBT5um_1",257762237.935484
"Carnitine","171009_Smp_IL1DMBnoBT5um_2",267782213.16129
"Carnitine","171009_Smp_IL1DMBnoBT5um_3",270083593.290323
"Carnitine","171009_Smp_IL1DSW5um_1",231006261.677419
"Carnitine","171009_Smp_IL1DSW5um_2",263977383.225806
"Carnitine","171009_Smp_IL1DSW5um_3",318281129.290323
"Carnitine","171009_Smp_IL1noBT5um_1",326877163.354839
"Carnitine","171009_Smp_IL1noBT5um_2",296139228.903226
"Carnitine","171009_Smp_IL1noBT5um_3",539998110.967742
"Carnitine","171009_Smp_IL1WBT5um_1",101466187.870968
"Carnitine","171009_Smp_IL1WBT5um_2",150041719.225806
"Carnitine","171009_Smp_IL1WBT5um_3",127119026.580645
"Carnitine","171009_Smp_IL1IT05um_1",72480474.5806452
"Carnitine","171009_Smp_IL1IT05um_2",44818441.0322581
"Carnitine","171009_Smp_IL1IT05um_3",92474197.1612903
"Carnitine","171016_Smp_IL2Control_1",31506337.1612903
"Carnitine","171016_Smp_IL2Control_2",48773120.516129
"Carnitine","171016_Smp_IL2Control_3",52099196
"Carnitine","171016_Smp_IL2DMB_1",47665556.2580645
"Carnitine","171016_Smp_IL2DMB_2",43857003.0967742
"Carnitine","171016_Smp_IL2DMB_3",54280590.9677419
"Carnitine","171016_Smp_IL2DMBnoBT_1",77841814.9677419
